10.00000000000003, 1.855972036728514e-22
10.365602294906619, 1.4078987669434882e-22
10.890229622637333, 1.0964781961431828e-22
12.020486008809812, 7.995712002123421e-23
13.447915475548985, 5.986084693840001e-23
16.310813934124816, 3.8269883737615584e-23
19.34415251350537, 2.64762908231494e-23
26.60426511936394, 1.3534074769451944e-23
32.85255876245329, 8.883240672876105e-24
36.58919262796618, 7.292176014304718e-24
41.30326706459832, 5.9860846938400985e-24
45.58997937344718, 5.1794746792312654e-24
51.23322057150384, 4.540909610972526e-24
65.87391124079936, 3.8269883737615894e-24
79.53985507023428, 3.5833209961826126e-24
106.96452479219231, 3.399605877642293e-24
189.99949062724204, 3.039884919240407e-24
267.2394595533344, 2.7907072826167282e-24
318.3640175686506, 2.7361686155886853e-24
362.62203520189473, 2.7907072826167282e-24
462.0801887225356, 3.2680275894101656e-24
594.1267989498684, 4.452166818484073e-24
813.4509749625926, 6.918309709189419e-24
1018.1160196611463, 9.363292088239494e-24
1207.4560865147282, 1.1633604243506037e-23
2014.158146560697, 2.1030865351599058e-23
3270.5431474327297, 3.5132923149652e-23
2589.735204842262, 2.7542287033381743e-23
1580.6306873781273, 1.605884423835297e-23
138.77147196690007, 3.2680275894101656e-24
